Time,Date,Water Temp (F),pH,Water Conductivity (µs/cm),Oxidation-reduction potential (ORP) or Disolved Oxygen (DO)
23:22:47,12/27/2021,72.8,7.73,491,448
23:23:47,12/27/2021,72.8,7.73,492,448
23:24:50,12/27/2021,72.8,7.74,494,447
23:25:50,12/27/2021,72.8,7.74,522,448
23:26:53,12/27/2021,72.8,7.73,513,448
23:27:53,12/27/2021,72.8,7.73,490,448
23:28:53,12/27/2021,72.8,7.74,485,448
23:29:53,12/27/2021,72.8,7.74,499,448
23:30:53,12/27/2021,72.8,7.74,505,449
23:31:53,12/27/2021,72.8,7.74,476,448
23:32:56,12/27/2021,72.8,7.74,507,448
23:33:59,12/27/2021,72.8,7.73,498,448
23:34:59,12/27/2021,72.8,7.74,482,447
23:35:59,12/27/2021,72.8,7.74,498,446
23:36:59,12/27/2021,72.8,7.74,475,446
23:37:59,12/27/2021,72.8,7.74,482,446
23:39:02,12/27/2021,72.9,7.74,489,447
23:40:05,12/27/2021,72.9,7.74,491,446
23:41:08,12/27/2021,72.9,7.74,481,446
23:42:11,12/27/2021,72.9,7.74,506,447
23:43:11,12/27/2021,72.9,7.73,505,446
23:44:11,12/27/2021,72.9,7.74,501,446
23:45:14,12/27/2021,72.9,7.74,539,448
23:46:14,12/27/2021,72.9,7.74,479,447
23:47:14,12/27/2021,72.9,7.74,502,448
23:48:14,12/27/2021,72.9,7.73,494,448
23:49:14,12/27/2021,72.9,7.73,465,447
23:50:14,12/27/2021,72.9,7.74,511,447
23:51:17,12/27/2021,72.9,7.73,503,448
23:52:17,12/27/2021,72.9,7.73,474,447
23:53:17,12/27/2021,72.9,7.73,491,447
23:54:17,12/27/2021,72.9,7.74,491,446
23:55:17,12/27/2021,72.9,7.73,493,445
23:56:17,12/27/2021,72.9,7.73,496,445
23:57:17,12/27/2021,72.9,7.73,496,447
23:58:17,12/27/2021,72.9,7.73,496,446
23:59:20,12/27/2021,72.9,7.73,495,446
0:00:23,12/28/2021,72.9,7.73,524,445
0:01:23,12/28/2021,72.9,7.73,498,445
0:02:23,12/28/2021,72.9,7.73,487,444
0:03:23,12/28/2021,72.9,7.73,494,444
0:04:23,12/28/2021,73,7.73,495,446
0:05:23,12/28/2021,73,7.73,497,445
0:06:23,12/28/2021,73,7.73,492,444
0:07:23,12/28/2021,73,7.72,496,444
0:08:23,12/28/2021,73,7.73,497,444
0:09:23,12/28/2021,73,7.73,482,444
0:10:23,12/28/2021,73,7.73,516,444
0:11:26,12/28/2021,73,7.73,500,444
0:12:26,12/28/2021,73,7.73,497,444
0:13:26,12/28/2021,73,7.74,497,444
0:14:29,12/28/2021,73,7.73,489,444
0:15:32,12/28/2021,73,7.73,503,448
0:16:35,12/28/2021,73,7.72,496,448
0:17:35,12/28/2021,73,7.72,495,448
0:18:35,12/28/2021,73,7.72,486,449
0:19:35,12/28/2021,73,7.73,501,449
0:20:38,12/28/2021,73,7.72,504,449
0:21:38,12/28/2021,73,7.67,510,449
0:22:41,12/28/2021,73,7.71,502,449
0:23:41,12/28/2021,73,7.71,499,449
0:24:41,12/28/2021,73,7.72,493,449
0:25:44,12/28/2021,73,7.72,505,449
0:26:44,12/28/2021,73,7.72,509,448
0:27:44,12/28/2021,73,7.73,487,448
0:28:47,12/28/2021,73,7.73,507,448
0:29:47,12/28/2021,73,7.73,494,447
0:30:47,12/28/2021,73.1,7.73,521,449
0:31:50,12/28/2021,73.1,7.73,474,449
0:32:53,12/28/2021,73.1,7.73,501,449
0:33:53,12/28/2021,73.1,7.73,490,449
0:34:56,12/28/2021,73.1,7.73,466,448
0:35:59,12/28/2021,73.1,7.73,510,448
0:36:59,12/28/2021,73.1,7.73,481,448
0:37:59,12/28/2021,73.1,7.74,493,448
0:38:59,12/28/2021,73.1,7.73,500,448
0:40:02,12/28/2021,73.1,7.74,479,448
0:41:05,12/28/2021,73.1,7.74,479,448
0:42:05,12/28/2021,73.1,7.73,495,448
0:43:05,12/28/2021,73.1,7.74,496,448
0:44:05,12/28/2021,73.1,7.74,488,448
0:45:08,12/28/2021,73.1,7.73,477,448
0:46:08,12/28/2021,73.1,7.73,492,448
0:47:11,12/28/2021,73.1,7.74,515,448
0:48:11,12/28/2021,73.1,7.73,489,447
0:49:14,12/28/2021,73.1,7.73,512,448
0:50:17,12/28/2021,73.1,7.73,487,448
0:51:17,12/28/2021,73.1,7.74,540,448
0:52:17,12/28/2021,73.1,7.73,490,447
0:53:17,12/28/2021,73.1,7.73,483,448
0:54:20,12/28/2021,73.2,7.72,494,448
0:55:20,12/28/2021,73.2,7.72,507,448
0:56:23,12/28/2021,73.2,7.72,490,447
0:57:23,12/28/2021,73.2,7.72,508,448
0:58:23,12/28/2021,73.2,7.72,486,448
0:59:23,12/28/2021,73.2,7.72,487,448
1:00:26,12/28/2021,73.2,7.72,500,448
1:01:29,12/28/2021,73.2,7.71,495,448
1:02:29,12/28/2021,73.2,7.72,505,448
1:03:29,12/28/2021,73.2,7.71,503,448
1:04:29,12/28/2021,73.2,7.71,503,448
1:05:32,12/28/2021,73.2,7.71,481,447
1:06:35,12/28/2021,73.2,7.71,489,448
1:07:35,12/28/2021,73.2,7.71,486,448
1:08:38,12/28/2021,73.2,7.71,483,449
1:09:41,12/28/2021,73.2,7.7,495,450
1:10:44,12/28/2021,73.2,7.7,493,450
1:11:47,12/28/2021,73.2,7.7,500,451
1:12:47,12/28/2021,73.2,7.7,482,450
1:13:47,12/28/2021,73.2,7.7,494,450
1:14:50,12/28/2021,73.2,7.7,498,449
1:15:50,12/28/2021,73.2,7.7,504,450
1:16:53,12/28/2021,73.2,7.69,513,449
1:17:53,12/28/2021,73.2,7.7,495,449
1:18:56,12/28/2021,73.2,7.69,494,449
1:19:56,12/28/2021,73.2,7.7,502,448
1:20:56,12/28/2021,73.2,7.69,483,448
1:21:59,12/28/2021,73.2,7.7,486,448
1:22:59,12/28/2021,73.2,7.7,500,449
1:24:02,12/28/2021,73.2,7.7,503,449
1:25:02,12/28/2021,73.2,7.7,496,451
1:26:05,12/28/2021,73.2,7.69,509,451
1:27:05,12/28/2021,73.2,7.69,507,449
1:28:08,12/28/2021,73.3,7.69,503,449
1:29:08,12/28/2021,73.3,7.69,505,449
1:30:08,12/28/2021,73.3,7.69,502,448
1:31:11,12/28/2021,73.3,7.69,502,448
1:32:11,12/28/2021,73.3,7.68,493,450
1:33:11,12/28/2021,73.3,7.68,501,452
1:34:11,12/28/2021,73.3,7.68,491,452
1:35:14,12/28/2021,73.3,7.68,494,452
1:36:17,12/28/2021,73.3,7.68,496,452
1:37:17,12/28/2021,73.3,7.68,497,452
1:38:20,12/28/2021,73.3,7.69,494,452
1:39:20,12/28/2021,73.3,7.68,487,453
1:40:23,12/28/2021,73.3,7.68,505,452
1:41:23,12/28/2021,73.3,7.68,499,452
1:42:23,12/28/2021,73.3,7.68,485,452
1:43:23,12/28/2021,73.3,7.68,505,452
1:44:23,12/28/2021,73.4,7.67,489,451
1:45:23,12/28/2021,73.4,7.68,472,451
1:46:23,12/28/2021,73.4,7.68,502,451
1:47:26,12/28/2021,73.4,7.68,464,451
1:48:26,12/28/2021,73.4,7.67,481,451
1:49:29,12/28/2021,73.4,7.68,498,450
1:50:29,12/28/2021,73.4,7.67,500,450
1:51:32,12/28/2021,73.4,7.67,489,450
1:52:35,12/28/2021,73.4,7.68,510,450
1:53:35,12/28/2021,73.4,7.67,493,450
1:54:35,12/28/2021,73.4,7.68,500,450
1:55:35,12/28/2021,73.4,7.68,487,451
1:56:38,12/28/2021,73.4,7.67,515,451
1:57:38,12/28/2021,73.4,7.67,513,450
1:58:41,12/28/2021,73.4,7.66,509,451
1:59:44,12/28/2021,73.4,7.67,488,451
2:00:44,12/28/2021,73.4,7.67,402,451
2:01:44,12/28/2021,73.4,7.66,510,450
2:02:47,12/28/2021,73.4,7.67,538,449
2:03:50,12/28/2021,73.4,7.67,465,449
2:04:50,12/28/2021,73.4,7.67,540,449
2:05:53,12/28/2021,73.4,7.66,532,449
2:06:56,12/28/2021,73.4,7.67,406,449
2:07:56,12/28/2021,73.4,7.67,501,451
2:08:59,12/28/2021,73.4,7.66,466,451
2:09:59,12/28/2021,73.4,7.66,517,450
2:10:59,12/28/2021,73.4,7.66,505,450
2:11:59,12/28/2021,73.4,7.67,510,449
2:12:59,12/28/2021,73.4,7.67,523,449
2:13:59,12/28/2021,73.4,7.66,451,449
2:15:02,12/28/2021,73.4,7.67,472,449
2:16:02,12/28/2021,73.4,7.67,548,449
2:17:02,12/28/2021,73.4,7.67,517,449
2:18:05,12/28/2021,73.4,7.68,553,449
2:19:05,12/28/2021,73.4,7.68,502,448
2:20:08,12/28/2021,73.4,7.62,482,448
2:21:08,12/28/2021,73.4,7.61,501,449
2:22:11,12/28/2021,73.4,7.67,471,448
2:23:14,12/28/2021,73.4,7.67,494,450
2:24:14,12/28/2021,73.4,7.67,547,448
2:25:14,12/28/2021,73.4,7.67,459,450
2:26:14,12/28/2021,73.4,7.67,508,450
2:27:17,12/28/2021,73.4,7.67,509,450
2:28:17,12/28/2021,73.4,7.67,530,450
2:29:17,12/28/2021,73.4,7.67,496,453
2:30:17,12/28/2021,73.4,7.66,497,453
2:31:17,12/28/2021,73.4,7.67,498,452
2:32:17,12/28/2021,73.4,7.66,481,453
2:33:20,12/28/2021,73.4,7.67,509,453
2:34:20,12/28/2021,73.4,7.67,526,453
2:35:20,12/28/2021,73.4,7.67,485,452
2:36:20,12/28/2021,73.4,7.67,513,453
2:37:20,12/28/2021,73.4,7.66,499,452
2:38:20,12/28/2021,73.4,7.66,518,453
2:39:23,12/28/2021,73.4,7.67,477,452
2:40:23,12/28/2021,73.4,7.67,465,452
2:41:23,12/28/2021,73.4,7.67,482,452
2:42:26,12/28/2021,73.4,7.66,505,452
2:43:26,12/28/2021,73.4,7.67,462,452
2:44:29,12/28/2021,73.4,7.66,485,452
2:45:29,12/28/2021,73.4,7.66,490,452
2:46:32,12/28/2021,73.4,7.66,502,452
2:47:32,12/28/2021,73.4,7.63,492,451
2:48:32,12/28/2021,73.4,7.65,485,451
2:49:32,12/28/2021,73.4,7.68,505,451
2:50:32,12/28/2021,73.4,7.68,517,452
2:51:32,12/28/2021,73.4,7.68,493,452
2:52:35,12/28/2021,73.4,7.68,497,452
2:53:35,12/28/2021,73.4,7.68,446,452
2:54:38,12/28/2021,73.5,7.67,491,452
2:55:41,12/28/2021,73.5,7.67,504,452
2:56:44,12/28/2021,73.5,7.68,494,452
2:57:47,12/28/2021,73.5,7.68,496,452
2:58:47,12/28/2021,73.5,7.68,499,451
2:59:47,12/28/2021,73.5,7.68,464,452
3:00:50,12/28/2021,73.5,7.68,522,451
3:01:50,12/28/2021,73.5,7.68,503,453
3:02:50,12/28/2021,73.5,7.68,507,453
3:03:53,12/28/2021,73.5,7.68,513,454
3:04:53,12/28/2021,73.5,7.67,510,453
3:05:53,12/28/2021,73.5,7.68,487,452
3:06:53,12/28/2021,73.5,7.68,510,452
3:07:53,12/28/2021,73.5,7.68,516,452
3:08:56,12/28/2021,73.5,7.68,492,452
3:09:56,12/28/2021,73.5,7.68,488,453
3:10:56,12/28/2021,73.5,7.67,498,452
3:11:59,12/28/2021,73.5,7.68,456,452
3:12:59,12/28/2021,73.5,7.67,485,452
3:14:02,12/28/2021,73.5,7.67,539,452
3:15:02,12/28/2021,73.5,7.68,500,452
3:16:05,12/28/2021,73.5,7.67,494,455
3:17:08,12/28/2021,73.5,7.68,476,453
3:18:08,12/28/2021,73.5,7.67,497,453
3:19:08,12/28/2021,73.5,7.67,483,453
3:20:08,12/28/2021,73.5,7.67,502,136
3:21:11,12/28/2021,73.5,7.68,465,452
3:22:11,12/28/2021,73.5,7.67,428,454
3:23:14,12/28/2021,73.5,7.66,528,452
3:24:14,12/28/2021,73.5,7.67,460,450
3:25:14,12/28/2021,73.5,7.67,606,454
3:26:17,12/28/2021,73.5,7.68,601,459
3:27:17,12/28/2021,73.5,7.68,372,455
3:28:20,12/28/2021,73.5,7.68,492,454
3:29:23,12/28/2021,73.5,7.68,553,454
3:30:23,12/28/2021,73.5,7.67,557,455
3:31:23,12/28/2021,73.5,7.63,526,454
3:32:26,12/28/2021,73.5,7.62,480,453
3:33:29,12/28/2021,73.5,7.67,541,453
3:34:29,12/28/2021,73.5,7.68,392,452
3:35:32,12/28/2021,73.5,7.68,507,453
3:36:35,12/28/2021,73.5,7.68,490,453
3:37:35,12/28/2021,73.5,7.68,495,452
3:38:35,12/28/2021,73.5,7.67,440,452
3:39:38,12/28/2021,73.5,7.68,514,453
3:40:38,12/28/2021,73.5,7.67,503,452
3:41:38,12/28/2021,73.5,7.68,441,452
3:42:38,12/28/2021,73.5,7.68,452,452
3:43:38,12/28/2021,73.5,7.67,497,451
3:44:38,12/28/2021,73.5,7.68,461,452
3:45:38,12/28/2021,73.5,7.67,475,451
3:46:38,12/28/2021,73.5,7.67,509,451
3:47:38,12/28/2021,73.5,7.67,541,451
3:48:41,12/28/2021,73.5,7.68,492,451
3:49:44,12/28/2021,73.5,7.67,536,451
3:50:44,12/28/2021,73.5,7.67,517,451
3:51:44,12/28/2021,73.5,7.68,509,452
3:52:44,12/28/2021,73.5,7.67,490,451
3:53:44,12/28/2021,73.5,7.67,519,450
3:54:47,12/28/2021,73.5,7.67,502,451
3:55:50,12/28/2021,73.5,7.67,482,450
3:56:50,12/28/2021,73.5,7.66,490,451
3:57:50,12/28/2021,73.5,7.67,481,451
3:58:50,12/28/2021,73.5,7.68,469,451
3:59:53,12/28/2021,73.5,7.67,498,451
4:00:53,12/28/2021,73.5,7.67,479,452
4:01:53,12/28/2021,73.5,7.68,501,452
4:02:53,12/28/2021,73.5,7.68,506,451
4:03:53,12/28/2021,73.5,7.68,487,452
4:04:56,12/28/2021,73.5,7.68,461,452
4:05:59,12/28/2021,73.5,7.68,533,452
4:06:59,12/28/2021,73.5,7.68,510,452
4:07:59,12/28/2021,73.5,7.68,448,452
4:09:02,12/28/2021,73.5,7.68,491,451
4:10:02,12/28/2021,73.5,7.68,505,452
4:11:02,12/28/2021,73.5,7.69,514,451
4:12:02,12/28/2021,73.5,7.69,509,451
4:13:02,12/28/2021,73.5,7.69,479,452
4:14:02,12/28/2021,73.5,7.69,484,452
4:15:05,12/28/2021,73.5,7.7,496,451
4:16:05,12/28/2021,73.5,7.7,434,451
4:17:05,12/28/2021,73.5,7.7,505,451
4:18:05,12/28/2021,73.5,7.69,535,451
4:19:08,12/28/2021,73.5,7.69,483,451
4:20:11,12/28/2021,73.5,7.69,501,451
4:21:11,12/28/2021,73.5,7.69,508,451
4:22:14,12/28/2021,73.5,7.69,506,451
4:23:14,12/28/2021,73.5,7.7,496,450
4:24:17,12/28/2021,73.5,7.69,501,450
4:25:17,12/28/2021,73.5,7.69,456,451
4:26:20,12/28/2021,73.5,7.69,520,450
4:27:20,12/28/2021,73.5,7.69,492,450
4:28:20,12/28/2021,73.5,7.69,501,450
4:29:23,12/28/2021,73.5,7.69,482,450
4:30:23,12/28/2021,73.5,7.7,481,449
4:31:23,12/28/2021,73.5,7.7,511,450
4:32:23,12/28/2021,73.5,7.7,503,451
4:33:23,12/28/2021,73.5,7.69,481,450
4:34:23,12/28/2021,73.5,7.69,496,450
4:35:26,12/28/2021,73.5,7.69,495,450
4:36:26,12/28/2021,73.5,7.69,490,450
4:37:26,12/28/2021,73.5,7.69,490,449
4:38:29,12/28/2021,73.5,7.69,502,451
4:39:32,12/28/2021,73.5,7.69,492,450
4:40:32,12/28/2021,73.5,7.69,499,450
4:41:32,12/28/2021,73.5,7.69,519,450
4:42:35,12/28/2021,73.5,7.69,504,449
4:43:38,12/28/2021,73.5,7.69,511,450
4:44:41,12/28/2021,73.5,7.7,516,451
4:45:44,12/28/2021,73.5,7.7,497,452
4:46:44,12/28/2021,73.5,7.7,500,452
4:47:47,12/28/2021,73.5,7.7,505,451
4:48:47,12/28/2021,73.5,7.7,497,451
4:49:47,12/28/2021,73.5,7.7,499,452
4:50:50,12/28/2021,73.4,7.7,507,452
4:51:53,12/28/2021,73.4,7.71,471,452
4:52:53,12/28/2021,73.4,7.7,477,449
4:53:53,12/28/2021,73.4,7.7,492,449
4:54:53,12/28/2021,73.4,7.69,486,448
4:55:56,12/28/2021,73.4,7.69,456,448
4:56:56,12/28/2021,73.4,7.69,483,449
4:57:59,12/28/2021,73.4,7.69,487,451
4:59:02,12/28/2021,73.4,7.68,489,451
5:00:02,12/28/2021,73.4,7.68,491,450
5:01:02,12/28/2021,73.4,7.68,524,450
5:02:02,12/28/2021,73.4,7.68,498,451
5:03:05,12/28/2021,73.4,7.67,492,452
5:04:05,12/28/2021,73.4,7.67,489,452
5:05:08,12/28/2021,73.4,7.67,511,452
5:06:11,12/28/2021,73.4,7.67,501,453
5:07:14,12/28/2021,73.4,7.67,530,455
5:08:14,12/28/2021,73.4,7.66,491,456
5:09:14,12/28/2021,73.4,7.66,451,455
5:10:17,12/28/2021,73.4,7.66,540,455
5:11:20,12/28/2021,73.4,7.66,513,456
5:12:20,12/28/2021,73.4,7.66,468,455
5:13:23,12/28/2021,73.4,7.65,501,455
5:14:26,12/28/2021,73.4,7.66,472,454
5:15:29,12/28/2021,73.4,7.65,510,454
5:16:32,12/28/2021,73.4,7.65,493,454
5:17:32,12/28/2021,73.4,7.65,521,454
5:18:32,12/28/2021,73.4,7.65,514,454
5:19:35,12/28/2021,73.4,7.65,476,454
5:20:35,12/28/2021,73.4,7.65,510,453
5:21:38,12/28/2021,73.4,7.65,481,452
5:22:38,12/28/2021,73.4,7.65,517,454
5:23:41,12/28/2021,73.4,7.65,505,453
5:24:44,12/28/2021,73.4,7.65,524,453
5:25:44,12/28/2021,73.4,7.65,536,453
5:26:44,12/28/2021,73.4,7.66,475,453
5:27:44,12/28/2021,73.4,7.65,525,453
5:28:47,12/28/2021,73.4,7.65,452,454
5:29:50,12/28/2021,73.4,7.65,519,454
5:30:50,12/28/2021,73.4,7.66,527,454
5:31:53,12/28/2021,73.4,7.66,447,454
5:32:53,12/28/2021,73.4,7.66,534,453
5:33:56,12/28/2021,73.4,7.66,517,454
5:34:59,12/28/2021,73.4,7.66,487,455
5:35:59,12/28/2021,73.4,7.66,460,455
5:37:02,12/28/2021,73.4,7.66,473,454
5:38:02,12/28/2021,73.3,7.67,514,453
5:39:05,12/28/2021,73.3,7.67,496,456
5:40:05,12/28/2021,73.3,7.67,461,456
5:41:05,12/28/2021,73.3,7.67,492,456
5:42:08,12/28/2021,73.3,7.67,499,456
5:43:08,12/28/2021,73.3,7.67,440,456
5:44:11,12/28/2021,73.3,7.68,511,454
5:45:14,12/28/2021,73.3,7.67,0,454
5:46:14,12/28/2021,73.3,7.68,476,454
5:47:14,12/28/2021,73.3,7.67,466,453
5:48:14,12/28/2021,73.3,7.68,482,453
5:49:14,12/28/2021,73.3,7.68,486,453
5:50:17,12/28/2021,73.3,7.68,496,452
5:51:20,12/28/2021,73.3,7.68,453,452
5:52:20,12/28/2021,73.3,7.68,500,452
5:53:20,12/28/2021,73.3,7.68,497,452
5:54:23,12/28/2021,73.3,7.68,487,452
5:55:23,12/28/2021,73.3,7.68,496,452
5:56:26,12/28/2021,73.3,7.68,514,452
5:57:26,12/28/2021,73.3,7.68,491,452
5:58:29,12/28/2021,73.3,7.69,483,452
5:59:29,12/28/2021,73.3,7.69,525,452
6:00:32,12/28/2021,73.3,7.69,483,452
6:01:35,12/28/2021,73.3,7.69,488,452
6:02:35,12/28/2021,73.3,7.69,510,452
6:03:35,12/28/2021,73.3,7.69,502,452
6:04:35,12/28/2021,73.3,7.69,537,452
6:05:38,12/28/2021,73.3,7.69,485,451
6:06:38,12/28/2021,73.3,7.69,473,452
6:07:38,12/28/2021,73.3,7.69,483,453
6:08:41,12/28/2021,73.3,7.7,504,454
6:09:41,12/28/2021,73.3,7.69,494,453
6:10:41,12/28/2021,73.3,7.69,486,454
6:11:44,12/28/2021,73.3,7.69,544,452
6:12:47,12/28/2021,73.3,7.68,540,452
6:13:47,12/28/2021,73.3,7.69,462,449
6:14:47,12/28/2021,73.3,7.69,502,449
6:15:47,12/28/2021,73.3,7.67,494,449
6:16:47,12/28/2021,73.3,7.69,508,450
6:17:47,12/28/2021,73.3,7.69,455,448
6:18:50,12/28/2021,73.3,7.69,495,450
6:19:50,12/28/2021,73.3,7.63,487,449
6:20:50,12/28/2021,73.3,7.67,524,449
6:21:53,12/28/2021,73.2,7.69,457,450
6:22:56,12/28/2021,73.2,7.7,491,449
6:23:59,12/28/2021,73.2,7.69,479,450
6:25:02,12/28/2021,73.2,7.7,522,451
6:26:02,12/28/2021,73.2,7.69,494,452
6:27:05,12/28/2021,73.2,7.69,497,453
6:28:05,12/28/2021,73.2,7.69,444,453
6:29:08,12/28/2021,73.2,7.7,474,453
6:30:08,12/28/2021,73.2,7.69,495,453
6:31:08,12/28/2021,73.2,7.69,509,452
6:32:11,12/28/2021,73.2,7.7,484,452
6:33:11,12/28/2021,73.2,7.7,469,452
6:34:14,12/28/2021,73.2,7.7,506,452
6:35:14,12/28/2021,73.2,7.7,447,452
6:36:17,12/28/2021,73.2,7.7,418,452
6:37:17,12/28/2021,73.2,7.69,544,451
6:38:17,12/28/2021,73.2,7.7,493,453
6:39:20,12/28/2021,73.2,7.69,497,454
6:40:20,12/28/2021,73.2,7.7,492,452
6:41:23,12/28/2021,73.2,7.7,503,451
6:42:23,12/28/2021,73.2,7.69,503,452
6:43:23,12/28/2021,73.2,7.69,503,452
6:44:23,12/28/2021,73.2,7.69,515,450
6:45:26,12/28/2021,73.2,7.69,506,452
6:46:26,12/28/2021,73.2,7.7,474,451
6:47:29,12/28/2021,73.2,7.7,445,448
6:48:32,12/28/2021,73.2,7.7,503,448
6:49:32,12/28/2021,73.2,7.69,496,448
6:50:32,12/28/2021,73.2,7.7,498,448
6:51:35,12/28/2021,73.2,7.7,518,452
6:52:35,12/28/2021,73.2,7.69,512,449
6:53:35,12/28/2021,73.2,7.69,527,449
6:54:38,12/28/2021,73.2,7.69,524,448
6:55:41,12/28/2021,73.2,7.7,540,448
6:56:41,12/28/2021,73.2,7.7,474,448
6:57:44,12/28/2021,73.2,7.69,477,448
6:58:44,12/28/2021,73.2,7.7,483,449
6:59:44,12/28/2021,73.2,7.7,476,448
7:00:47,12/28/2021,73.2,7.69,495,448
7:01:47,12/28/2021,73.2,7.69,505,448
7:02:50,12/28/2021,73.2,7.69,502,449
7:03:50,12/28/2021,73.2,7.7,507,449
7:04:53,12/28/2021,73.2,7.7,500,448
7:05:53,12/28/2021,73.2,7.69,506,448
7:06:53,12/28/2021,73.2,7.69,493,448
7:07:56,12/28/2021,73.2,7.69,495,448
7:08:56,12/28/2021,73.2,7.69,485,448
7:09:59,12/28/2021,73.2,7.66,532,448
7:10:59,12/28/2021,73.2,7.68,478,448
7:11:59,12/28/2021,73.2,7.69,504,447
7:13:02,12/28/2021,73.2,7.69,455,446
7:14:02,12/28/2021,73.2,7.69,499,446
7:15:05,12/28/2021,73.2,7.69,497,448
7:16:05,12/28/2021,73.2,7.69,491,448
7:17:08,12/28/2021,73.2,7.69,485,448
7:18:08,12/28/2021,73.2,7.69,470,448
7:19:11,12/28/2021,73.2,7.69,485,448
7:20:14,12/28/2021,73.2,7.69,470,448
7:21:14,12/28/2021,73.2,7.69,497,448
7:22:14,12/28/2021,73.2,7.69,503,449
7:23:14,12/28/2021,73.2,7.69,490,448
7:24:17,12/28/2021,73.2,7.69,491,448
7:25:20,12/28/2021,73.1,7.69,507,448
7:26:23,12/28/2021,73.1,7.69,482,448
7:27:23,12/28/2021,73.1,7.7,505,448
7:28:23,12/28/2021,73.1,7.69,501,449
7:29:26,12/28/2021,73.1,7.7,489,450
7:30:26,12/28/2021,73.1,7.7,501,451
7:31:26,12/28/2021,73.1,7.69,503,449
7:32:26,12/28/2021,73.1,7.7,492,448
7:33:29,12/28/2021,73.1,7.69,484,449
7:34:29,12/28/2021,73.1,7.69,496,448
7:35:32,12/28/2021,73.1,7.68,445,450
7:36:32,12/28/2021,73.1,7.69,486,448
7:37:32,12/28/2021,73.1,7.7,506,449
7:38:35,12/28/2021,73.1,7.7,476,451
7:39:38,12/28/2021,73.1,7.7,501,448
7:40:38,12/28/2021,73.1,7.7,456,449
7:41:38,12/28/2021,73.1,7.68,491,449
7:42:41,12/28/2021,73.1,7.7,493,449
7:43:44,12/28/2021,73.1,7.7,473,449
7:44:44,12/28/2021,73.1,7.7,498,448
7:45:44,12/28/2021,73.1,7.7,464,448
7:46:44,12/28/2021,73.1,7.67,486,448
7:47:47,12/28/2021,73.1,7.7,490,448
7:48:47,12/28/2021,73.1,7.67,529,447
7:49:47,12/28/2021,73.1,7.7,500,446
7:50:50,12/28/2021,73.1,7.7,504,446
7:51:50,12/28/2021,73.1,7.69,475,446
7:52:53,12/28/2021,73.1,7.7,515,447
7:53:53,12/28/2021,73.1,7.69,496,448
7:54:56,12/28/2021,73.1,7.7,489,448
7:55:56,12/28/2021,73.1,7.69,508,449
7:56:59,12/28/2021,73.1,7.7,500,448
7:57:59,12/28/2021,73.1,7.7,552,447
7:58:59,12/28/2021,73.1,7.69,500,447
8:00:02,12/28/2021,73.1,7.7,500,447
8:01:02,12/28/2021,73.1,7.69,509,447
8:02:02,12/28/2021,73.1,7.7,493,446
8:03:02,12/28/2021,73.1,7.69,502,447
8:04:05,12/28/2021,73.1,7.69,500,446
8:05:05,12/28/2021,73.1,7.69,515,448
8:06:05,12/28/2021,73.1,7.69,498,447
8:07:05,12/28/2021,73.1,7.7,480,447
8:08:05,12/28/2021,73.1,7.69,502,448
8:09:05,12/28/2021,73,7.69,507,448
8:10:05,12/28/2021,73,7.7,487,448
8:11:05,12/28/2021,73,7.68,491,449
8:12:08,12/28/2021,73,7.69,502,449
8:13:08,12/28/2021,73,7.7,477,447
8:14:08,12/28/2021,73,7.7,499,448
8:15:08,12/28/2021,73,7.69,500,446
8:16:08,12/28/2021,73,7.69,0,446
8:17:08,12/28/2021,73,7.7,492,445
8:18:11,12/28/2021,73,7.7,499,446
8:19:11,12/28/2021,73,7.7,500,447
8:20:14,12/28/2021,73,7.7,501,446
8:21:14,12/28/2021,73,7.7,489,445
8:22:14,12/28/2021,73,7.7,499,445
8:23:14,12/28/2021,73,7.7,507,445
8:24:14,12/28/2021,73,7.7,491,444
8:25:14,12/28/2021,73,7.7,498,444
8:26:14,12/28/2021,73,7.7,538,444
8:27:14,12/28/2021,73,7.7,483,444
8:28:17,12/28/2021,73,7.7,491,444
8:29:17,12/28/2021,73,7.7,492,444
8:30:17,12/28/2021,73,7.71,489,444
8:31:17,12/28/2021,73,7.7,530,445
8:32:20,12/28/2021,73,7.7,513,445
8:33:23,12/28/2021,73,7.7,474,446
8:34:23,12/28/2021,73,7.7,431,444
8:35:26,12/28/2021,73,7.61,474,444
8:36:29,12/28/2021,73,7.7,483,445
8:37:29,12/28/2021,73,7.7,452,445
8:38:32,12/28/2021,73,7.7,471,446
8:39:35,12/28/2021,73,7.7,500,445
8:40:38,12/28/2021,73,7.7,531,445
8:41:41,12/28/2021,73,7.65,487,446
8:42:41,12/28/2021,73,7.66,441,446
8:43:44,12/28/2021,73,7.69,473,445
8:44:44,12/28/2021,73,7.7,534,445
8:45:44,12/28/2021,73,7.7,503,445
8:46:47,12/28/2021,73,7.7,469,445
8:47:47,12/28/2021,73,7.7,508,445
8:48:50,12/28/2021,73,7.7,486,445
8:49:50,12/28/2021,73,7.7,514,446
8:50:50,12/28/2021,73,7.7,502,445
8:51:53,12/28/2021,73,7.7,478,445
8:52:53,12/28/2021,73,7.7,525,445
8:53:56,12/28/2021,73,7.7,518,445
8:54:59,12/28/2021,73,7.7,483,445
8:56:02,12/28/2021,73,7.7,529,445
